query	answer
百货公司里，有个秃头的推销员，正在促销生发水，你知道他为什么自己不用生发水呢？——	百货公司里，有个秃头的推销员，正在促销生发水，你知道他为什么自己不用生发水呢？——他想让大家知道秃头多么难看百货公司里，有个秃头的推销员，正在促销生发水
孔子有三位徒弟子贡、子路和子游，请问哪一位不是人？	子路（指鹿为马）
乌龟请客。（打一常用词）	规矩（龟聚）
战场上，子弹最密集的地方在哪里？	在弹药运输车上
小小的一根棍，把他拿出来，放到嘴里面，越啄越红，越啄越短。是什么？	吸烟。
现在的女生们都很喜欢的一款车是什么车呢？	淘宝购物车。
有一天小董上完物理课后，突然想效法牛顿，就到苹果树下，这时也刚好掉下一颗苹果，砸到小董的头，你猜小董怎么说？	这个苹果是熟的
两个人分五个苹果，怎么分最公平？	榨成果汁
一个醉鬼看到一本书上写着喝酒有害身体，他当即做了一个什么决定？	以后不再看书
乌龟为什么会突然‘一个头两个大’？	因为乌龟正在想这个问题
有位妈妈生了连体婴，姐姐叫玛丽，那么妹妹叫做什么？	梦露（玛利莲梦露）
日本人的腿为什么比较短？	因为地震多短腿跑起来稳。
有甲、乙、丙三人跳伞，甲乙有带伞，丙则无，但后来反而丙没事，甲乙都有事，为什么？	甲乙为丙办丧事
传说中遇见白无常者“活”，遇见黑无常者“死”，那么同时遇见黑白无常呢？	被吓得半死不活
什么动物和人类的血缘关系最近？	蚊子
8分开是什么？	None
什么动物最喜欢被人贴在墙上（猜2字）	海豹（海报）
张丽参加百人呼啦圈赛，一直坚持到了最后一刻，却被取消了冠军资格。为什么？	太胖了卡在腰上了
医生该怎样打针屁股才不会痛呢？	打在手臂上屁股就不会痛啦
女王说：“原来有个弟弟胆子很小，一点受不了惊吓，有天夜里弟弟又做了恶梦，梦见敌国的武士冲入皇宫，将剑刺入他的心脏。弟弟受到这个惊吓，在梦中就死去了。”你相信她说的话吗？	不相信因为弟弟在梦中被吓死不可能告诉她梦
你说，“上天”和“入地”哪个更容易？	上天
平平把鱼放在鱼缸里，不到十分钟鱼都死了，为什么？	鱼缸内没有水
什么东西越冷越爱出来？	鼻涕
一朵盛开在家里的花，却被关在笼子里。请问这是什么？	电风扇。
把针掉进海里了怎么办？	再去买一根
什么最会弄虚做假？	魔术师
为什么把刀涂成蓝色的枪就会很忧郁？（猜一成语）	刀枪不入（blue）
虾为什么有钳也不横着走呢？	因为他瞎
四岁的小王手里拿着钱去商店买2斤葡萄干，为什么店主坚持只卖给他一斤？	小王手里的钱只够买一斤。
由于什么原因死亡的人最多？	抢救无效。
好马不吃回头草是什么意思？	后面没有草可吃了
为什么你看不到上帝的老二？	天机不可泄露
停电的时候，我们点着蜡烛为什么能看电视？	看不了电视节目，但可以看着电视机
施老师嗜书如命。一次，他问我：“怎样看书最快？”我一下子被问住了，你能回答吗？	只看封面
什么猫用两只脚走路？	叮铛猫
在什么地方，将军和元帅完全相等？	在中国象棋中。
为什么父亲一发现皮夹里的钱数目少了一半后，便一口咬定是儿子干的好事，为什么？	因为老婆不会只拿走一半
边挂着软梯，离海面2米，海水每小时上涨半米，几个小时海水能淹没软梯？	水涨船高，所以永远不会淹没软梯。
身子里面空空洞洞而却拥有一双手的是什么麼？	手套
什么东西不怕布，只怕石头？	剪刀
有个人要过河，但是河对岸既没有桥有没有船，这个人不但过去了而且衣服都没湿为什么？	河水结冰了
下围棋的最喜欢干什么？	打劫
小李乘电梯上14楼，中间没有停，用了60秒钟，下楼时中间也没有停，却用了5分钟，这是怎么回事？	上楼乘电梯，下楼走楼梯
如果有一个机器人能替你干一半活，你将怎么办？	买两个
哪一件衣服最耐穿？	最不喜欢的那件
人们最不乐意，却一不小心就会吃上的是什么？	吃亏
能容纳所有景物的球是什么球？	眼球
连长用餐完毕向一旁的朱排长借火柴，朱排长殷勤的掏出“都彭”打火机，却被连长白了他一眼，为什么？	打火机怎么剔牙齿
一个非常有钱的人却什么也不能买，为什么？	他在沙漠里
为什么老虎打架，非要拼个你死我活绝不罢休？	因为没有人敢去劝架
“太阳”的“太”去掉一点是什么字？	人__&nbsp；&nbsp；&nbsp；去掉“一”“点”当然是“人”字啦！！
什么东西最懂礼貌，老是动不动就鞠躬？	不倒翁
进浴室洗澡时，要先脱衣服还是裤子？	先关门比较好
张三问李四5次同一样的问题，李四回答了五个不同答案，而且每个都是对的，那么张三问的是什么呢？	张三问的是时间。
什么东西不能吃？	“东西”方向
小王和妈妈都在一年级，为什么？	妈妈是老师
三个男同学排队上车，这三名男同学的前后各有一个女同学，你知道至少有几个同学吗？	5个。
请仔细想一想，你所见到的最大影子是什么？	地球的影子，即每天的晚上
什么人最思念家乡？	思想家
数个大小形状相同物体并排一起时，有无可能愈接近自己的东西看起来愈小，愈远离的物体看起来愈大？	如使用镜子反射，便可出现这种情况
透明的剑是什么剑？	看不见（剑）
发财的个体户大都靠什么吃饭?	嘴巴
水陆各半。（打一拉丁美洲国家名）	海地
老张是出了名的拳手，为什么一戴上拳击手套反而让对手三下两下打下台去了？	他是划酒拳的高手
什么水即时在常温下也不是液体？	薪水
小胖在大扫除时偷吃红豆冰棒被老师看见，老师生气的问：“太闲了是不是！”，结果小胖说了什么，害老师差点当场昏倒？	老师，紅豆冰棒是甜的
一个人背一个包，刚一出门，就摔死了，为什么？	因为他在飞机上
蜜蜂和蜈蚣，哪一种昆虫最不贪钱？	蜈蚣（因为无功不受禄）
一个离过很多次婚的女人（4字成语）？	前功尽弃（前公尽弃）
什么东西看不见摸不着却很重要？	WIFI
什么鱼最迟钝？	鳗鱼
小丁在游泳池游泳，游着游着，为什么水突然变深了？	因为有人刚撒了一泡尿
考试时，阿财一題都不会写，但是为什么突然眼睛一亮，开始振笔疾书？	他在写班級、座号、姓名。
以下石头城、太阳城、凤凰城、瓜果城、汽车城、英雄城、足球城分别都是哪几个城市吗？	江苏省南京市；西藏拉萨市；广西南宁市；甘肃省兰州市；吉林省长春市；江西省南昌市；辽宁省大连市
为什麽公马跑的比母马快？	快马加鞭
什么人站在稻田间什么都不做？	稻草人
什么飞机常常没有明确的目的地？	纸飞机
锐锐他能轻而易举地把一只倒悬的杯子装满水，而且不用任何东西挡住瓶口，他是怎样做的呢？	将杯子倒扣在装满水的盆子里。
谁总是脱掉干衣换上湿衣？	晒衣架子。
一个人有三根头发，为什么他还要剪掉一根？	他想做三毛的哥哥
一个招牌突然由高处掉落，砸向并排行走的五个人，为什么只有三个人受伤？	因为是麦当劳（M）的招牌
一个学生住在学校里，为什么上学还经常迟到？	家所在的学校不是他上学的学校
要想成功的闯红灯，它的秘决在哪里？	要等黃灯和绿灯结束才过马路
18次航班从北京飞往广州只需2个多小时，目前飞机飞了1个小时，请问：飞机在什么地方？	在空中
上班迟到你最愿意看见什么？	其他同事
什么东西有毛没有肉，天天吃不够？打一生活用品	牙刷
一个男人加一个女人会成了什么？	两个人
中国哪个城市的重男轻女思想最严重？	贵阳
老王的头发已经掉光了，可为什么他还老去理发店？	老王是理发师
什么人走路最爱回头看？	倒着走路的人
有两个人决定进行自行车比赛，看谁的自行车跑得快比赛在一个平坦宽敞的体育场里进行，但当比赛开始时，他们两个却谁也不愿意领先，反而都在慢悠悠地骑，已知他们两人都不会互相谦让，也没有外来因素干扰，总之，一切都很正常，这究竟是为什么呢？	他们交换了自行车
小人国国内盛产什么？	玉，“国”字内是“玉”。
为什么有家医院从不给人看病？	兽医院
有一个鸡蛋跑去松花江游泳，怎么样？	变成了松花蛋
你每天都在想，但是说了你又不相信的是什么？	事实真相
老李刚理完发，便要求理发师将他的头发“中分”，理发师却说做不到，为什么？	理发师给老李理了光头
一个人在什么情况下，才处于真正的任人宰割的地步？	在手术台上时
报纸上登的消息不一定百分之百是真的，但什么消息绝对假不了？	报纸上的年、月、日
什么样的轮子只旋转不前进？	风车
IX---这个罗马数字代表9，如何加上一笔，使其变成偶数？	加-s，SIX是六的意思
一个公认的神射手为什么射箭总是打不着目标？	他是枪手
能不晕车的最好办法是什么？	不坐车
有二枚市面常用的硬币，面值共为六毛，其中有一枚不是一毛，请问二枚硬币面值各为多少	一枚不是一毛，那另一枚是一毛，因此是一毛和五毛
什么鬼大家都喜欢啊？	淘气鬼
电梯中挤满了人，上升不久后突然下坠，为什么没人受伤？	全部死亡
什么酒价格最贵？	喜酒
地球末日来临。地球上最后一位男人正坐在书桌前写遗书，突然听到敲门声，是幽灵，外星人，动物吗？全都不是。更不是因风或石子等无生命的东西发出的声音，那么是谁发出的敲门声呢？	女人
小平平时嘴闭不住，为什么现在一声不吭？	小平睡着了
有一块天然的黑色的大理石，在九月七号这一天，把它扔到钱塘江里会有什么现象发生？	沉到江底
4个人打麻将，警察来了。却带走了5个人，这是为什么？	因为“麻将”是一个人。
你知道在中国什么瓷器最贵吗？	碰瓷
菜单里为什么没有肉？	菜单里都是菜名，不能放肉。
秦始皇、斯大林和希特勒一起在地狱受审，同样被判下油锅的酷刑，为什么秦始皇、斯大林面前都是一锅滚烫的油，希特勒的却是热开水？	为他行刑的是犹大人
男生和女生有什么共同点？	都是人
地球上什么地方温度最高？	地球的中心
狼、老虎和狮子谁玩游戏一定会被淘汰？	狼（桃太郎）
人身上什么器官最大？	胆（胆大包天）
什么样的人死后还会出现？	电影中的人
什么样的路人不能走？	电路
一位卡车司机撞倒一个骑摩托车的人，卡车司机受重伤，摩托车司机却没事，为什么？	卡车司机当时没开车
有五支蜡烛，你吹灭了三支，还有几支？	三支（二支烧完了）
